"CAMIS","DBA","CUISINE.DESCRIPTION","full.address","lon","lat"
50002601,"HOP WONG RESTAURANT","Chinese","monroe ave 1791 , NY, US",-73.9067211,40.8466146
50044872,"SAKURA SUSHI","Japanese","5th ave 9011 , NY, US",-73.9729109,40.7644781
41450623,"MCDONALD'S","Hamburgers","empire boulevard 57 , NY, US",-73.9599665,40.6637283
41070633,"APPLEBEE'S","American","queens boulevard 9015 , NY, US",-73.8705157,40.7344654
50036360,"HOUSEMAN RESTAURANT","American","greenwich st 508 , NY, US",-74.0094023,40.7257239
50051814,"EVEN HOTEL BROOKLYN, NEW YORK","American","nevins st 46 , NY, US",-73.9817682,40.6876143
41696737,"DUNKIN' DONUTS","Donuts","wyckoff avenue 325 , NY, US",-73.9113769,40.6999062
41413875,"CAFE BISTRO","American","west   34 street 312 , NY, US",-73.9948687,40.7524521
50043821,"WETZEL'S PRETZELS","Bagels/Pretzels","broadway 200 , NY, US",-74.0089171,40.7104473
50000366,"BEYOND SUSHI","Vegetarian","9th ave 75 , NY, US",-74.0060838,40.7425548
41421031,"LANO'S COFFEE SHOP & RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3 avenue 107 , NY, US",-73.9875333,40.7327732
50045577,"GALLITOS MEXICAN URBAN KITCHEN","Other","montague st 140 , NY, US",-73.9937612,40.6944544
50008453,"FRUITTI YUMMI FROZEN YOGURT","Ice Cream, Gelato, Yogurt, Ices","roosevelt ave 10308 , NY, US",-73.8624942,40.749417
50015747,"NEW CHINA RESTAURANT WANG INC","Chinese","3rd ave 3035 , NY, US",-73.9345072,40.8054603
50001770,"OPUS","American","w 202nd street 417 , NY, US",-73.9200622,40.8610637
41597042,"EAT HEALTHY & BOMBER'S STADIUM PIZZA","Pizza","east  161 street 86 , NY, US",-73.9246301,40.8270987
50018800,"FRIEDMAN'S","American","10th ave 450 , NY, US",-73.9982818,40.7552254
41237074,"TELEGRAPHE CAFE","American","west   18 street 107 , NY, US",-73.9954072,40.7402183
41551304,"THE COUNTER","American","times square 7 , NY, US",-73.9868161,40.7554006
40652016,"NEW YORK UNIVERSITY- HALL CAFE/BURGER STUDIO","American","east   14 street 110 , NY, US",-73.9891964,40.7337101
50039387,"NUR THAI","Thai","woodhaven blvd 6332 , NY, US",-73.8689376,40.7234855
50049940,"METRO BAR AND BISTRO","Italian","hylan blvd 2561 , NY, US",-74.1114962,40.5693497
50007039,"FIVE MILE STONE","American","2nd ave 1640 , NY, US",-73.951868,40.777205
50051711,"DAI-HACHI","Japanese","e 56th st 303 , NY, US",-73.9652708,40.758596
50017044,"JUST SALAD","Salads","broad st 90 , NY, US",-74.0119961,40.7037939
41000982,"ROSE'S","American","flatbush avenue 295 , NY, US",-73.973429,40.6789787
50045538,"THE LEGEND","Chinese","61st st 947 , NY, US",-73.9582016,40.7596687
50018145,"LA FUENTES STEAKHOUSE","Spanish","jerome ave 1306 , NY, US",-73.9188048,40.8380852
50033348,"HING WONG CHINESE RESTAURANT","Chinese","macombs rd 1687 , NY, US",-73.9164158,40.8485293
41437135,"SUNNYSIDE PIZZA","Pizza","queens boulevard 4001 , NY, US",-73.9240663,40.7441363
50046118,"VIVI BUBBLE TEA","Caf̩/Coffee/Tea","e 14th st 226 , NY, US",-73.9862061,40.7326152
41545743,"HAPPY STAR BAKERY","Bakery","east broadway 160 , NY, US",-73.990485,40.7141875
50018043,"MALLENCHE MEXICAN GRILL","Tex-Mex","church ave 1621 , NY, US",-73.9643413,40.6491205
41456436,"MARINA BIZCOCHOS","Bakery","corona avenue 9308 , NY, US",-73.8710791,40.7422831
50045247,"EMPIRE EXPRESS CHINESE RESTAURANT","Chinese","9th st 319 , NY, US",-73.9861433,40.7289468
50047762,"BALADE EASTERN MEDITERRANEAN","Middle Eastern","w 37th st 144 , NY, US",-73.9887112,40.752442
50016091,"SUBWAY","Sandwiches","e 163rd st 1047 , NY, US",-73.8911259,40.8211194
50039282,"STERLING AFFAIR","American","joralemon st 250 , NY, US",-73.9897127,40.6919566
41607269,"THE SOCIAL BUTTERFLY","American","atlantic avenue 857 , NY, US",-73.9650147,40.6814977
50034800,"UNITY LOVE RESTAURANT","Caribbean","burke ave 839 , NY, US",-73.8619257,40.871483
40392690,"GABRIEL'S BAR & GRILL","Italian","west   60 street 11 , NY, US",-73.9828696,40.7693649
50009810,"KUNG FU TEA","Caf̩/Coffee/Tea","austin st 7010 , NY, US",-73.8467853,40.7206925
50036454,"MOSS CAFE","Caf̩/Coffee/Tea","johnson ave 3260 , NY, US",-73.9099468,40.885254
41334037,"TRIPLE A DINER","American","2 avenue 2061 , NY, US",-73.942769,40.790568
50052491,"MR Q'S GRILL HOUSE","Asian","8th ave 5302 , NY, US",-73.9361717,40.8305148
50015705,"NEW UTRECHT RESTAURANT","Chinese","new utrecht ave 4419 , NY, US",-73.994101,40.6400877
41693921,"WAFELS & DINGES","American","avenue b 15 , NY, US",-73.983287,40.72182
41549862,"LUCIANO'S PIZZA","Pizza","morris park avenue 1005A , NY, US",-73.8561764,40.8484079
50056213,"SAUCE","Italian","rivington st 78 , NY, US",-73.9893263,40.7204716
50051769,"FREEDOM DOVE","Chinese","corona ave 9053 , NY, US",-73.873989,40.742507
50041309,"OZU JAPANESE CUISINE & LOUNGE","Japanese","clark st 78 , NY, US",-73.9932759,40.697423
50035898,"NEW CASTLE DELI & GROCERY","Delicatessen","guy r brewer blvd 14934 , NY, US",-73.7678901,40.6571521
40804423,"(LEWIS DRUG STORE) LOCANDA VINI E OLII","Italian","gates avenue 129 , NY, US",-73.962948,40.6849738
41457674,"FIVE GUYS FAMOUS BURGERS AND FRIES","Hamburgers","3rd ave 690 , NY, US",-73.9740142,40.7518193
41708930,"SUBWAY, CARVEL","Sandwiches/Salads/Mixed Buffet","broadway 8651 , NY, US",-73.8966527,40.9114377
41593431,"SMITH CANTEEN","Caf̩/Coffee/Tea","smith street 343 , NY, US",-73.9946232,40.680253
41468985,"DUNKIN' DONUTS","Donuts","broadway 2661 , NY, US",-73.9696649,40.7981289
50036358,"RINCON LATINO","Spanish","103rd st 3912 , NY, US",-73.8630578,40.7502215
50039187,"PEGGY'S BURGER HOUSE","American","new utrecht ave 7202 , NY, US",-73.9995593,40.6182079
41424897,"TACO BELL PIZZA HUT","American","steinway street 3078 , NY, US",-73.9167504,40.7620074
41679934,"JIMMY'S ON THE GO","American","east  168 street 536 , NY, US",-73.9052809,40.8306341
41022993,"POSTO","Italian","2 avenue 310 , NY, US",-73.9828207,40.7348376
40665705,"K'S CAFETERIA","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","108 street 4803 , NY, US",-73.8559693,40.7458228
50051281,"HOLY GUACAMOLE","Spanish","31st st 3555 , NY, US",-73.929336,40.756621
50008223,"SUBWAY","Sandwiches","e tremont ave 597 , NY, US",-73.8935298,40.8466652
50053618,"LUCKY TEX-MEXICAN & CHINESE FOOD","Tex-Mex","union tpke 18821 , NY, US",-73.7806355,40.7295856
50016612,"BLUE COCO","Sandwiches/Salads/Mixed Buffet","e 106th st 153 , NY, US",-73.9457142,40.792271
40643680,"KENT THEATRE","American","coney island ave 1170 , NY, US",-73.966315,40.628921
41516263,"NO QUARTER","American","5 avenue 8015 , NY, US",-73.9729109,40.7644781
41644141,"TULCINGO BAKERY","Mexican","jerome avenue 2483 , NY, US",-73.900762,40.863732
50037969,"HOA CAFE","Asian","8th ave 370 , NY, US",-73.9956509,40.7486475
50014916,"HYACINTH HAVEN HARLEM","American","adam clayton powell jr blvd 2374 , NY, US",-73.9422781,40.8178187
41615012,"VERONICA'S BAKERY","Mexican","post avenue 906 , NY, US",-74.1310951,40.6309211
41176118,"VEZZO","Pizza/Italian","lexington avenue 178 , NY, US",-73.9813909,40.7444941
41680485,"FLAMINGO RESTAURANT AND MANTRA LOUNGE","Caribbean","rockaway blvd 1200406 , NY, US",-73.8011786,40.6742928
50032878,"SPOT SHOPPE","Asian","saint marks pl 5 , NY, US",-73.9892642,40.7295118
41372868,"MOMOKAWA","Japanese","east   28 street 157 , NY, US",-73.981283,40.7422853
50005801,"LITTLE CAESARS","Pizza","86th st 2797 , NY, US",-73.979084,40.5932898
50010706,"SHAXIAN DELICACIES","Chinese","49th st 811 , NY, US",-73.9973265,40.7662115
50018350,"SONS OF THUNDER","American","e 38th st 204 , NY, US",-73.9758865,40.7478601
50046106,"MARISCO CENTRO","Seafood","saint nicholas ave 1490 , NY, US",-73.9319127,40.851428
40615240,"MEHAK","Indian","austin street 8306 , NY, US",-73.829615,40.708951
50043023,"BURGER SHOP","American","manor rd 891 , NY, US",-74.1205809,40.6050952
50037199,"THE JUICE SHOP","Juice, Smoothies, Fruit Salads","3rd ave 956 , NY, US",-73.9675894,40.760572
41541049,"CHINA DRAGON","Chinese","37 street 1944 , NY, US",-73.902393,40.778536
41461979,"FIVE STARS RESTAURANT","American","east tremont avenue 470 , NY, US",-73.8979631,40.8468387
40850369,"PANDA KITCHEN","Chinese","pennsylvania avenue 943 , NY, US",-73.8875074,40.6552316
40998470,"ANDY'S RESTAURAUNT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3 avenue 2262 , NY, US",-73.9369076,40.8025881
41650004,"CUISINE BY CLAUDETTE","French","beach  116 street 143 , NY, US",-73.8367613,40.5788591
50040886,"BOON THAI","Thai","manhattan ave 681 , NY, US",-73.9532554,40.8099575
50041215,"LITTLE CAESARS","Pizza","saint nicholas ave 1332 , NY, US",-73.9355227,40.8463883
40763382,"ZUM SCHNEIDER","German","avenue c 107109 , NY, US",-73.9761186,40.7278553
50017706,"LITTLE CUPCAKE BAKESHOP","Caf̩/Coffee/Tea","vanderbilt ave 598 , NY, US",-73.968917,40.678468
40839260,"CONCESSION STAND 150","American","surf avenue 1904 , NY, US",-73.9844943,40.5748057
41241298,"ALCHEMY","American","5 avenue 56 , NY, US",-73.9947032,40.7345471
41384019,"LEGENDS NYC","American","west   33 street 6 , NY, US",-73.9857111,40.7479328
50010257,"RED SEA SUSHI & SEAFOOD RESTAURANT","Asian","162nd st 41-19/21 , NY, US",-73.8037006,40.7607877
50043417,"TASTE BAR CAFE' @MACYS BACKSTAGE","American","emmons ave 2027 , NY, US",-73.9468727,40.5840319
40570920,"PADDY REILLY'S BAR","Bottled beverages, including water, sodas, juices, etc.","2 avenue 519 , NY, US",-73.9784817,40.741641
41334807,"2 BROS PIZZA","Pizza","st marks place 32 , NY, US",-73.9884876,40.728677
40566485,"TAD'S STEAKS","American","7 avenue 761 , NY, US",-73.9828813,40.7610785
41396677,"STAND 132","American","east 161 street 1 , NY, US",-73.9265691,40.8288189
50010994,"Via Vai","Italian","23rd ave 3109 , NY, US",-73.9123459,40.7743205
40647590,"JACKSON HOLE","American","bell boulevard 3501 , NY, US",-73.7732595,40.7688065
50040950,"THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT","American","broadway 1717 , NY, US",-73.9826075,40.7643934
41714251,"MAMMY'S SPORTS BAR","Spanish","port richmond ave 293 , NY, US",-74.1357223,40.6341085
50033800,"CAFE/ 911 MUSEUM","Caf̩/Coffee/Tea","greenwich st 180 , NY, US",-74.0124786,40.7114147
41387345,"DUNKIN' DONUTS","American","grand street 1049 , NY, US",-73.9776201,40.7132883
41644127,"OLEANDR RESTAURANT","Russian","brighton beach ave 410 , NY, US",-73.9628442,40.5770585
41479209,"MAI THAI","Thai","8 avenue 4618 , NY, US",-73.9361717,40.8305148
41277471,"STARBUCKS COFFEE","Caf̩/Coffee/Tea","7 avenue 315 , NY, US",-73.99307,40.746902
41591580,"JPAN SUSHI RESTAURANT","Japanese","5 avenue 287 , NY, US",-73.9861466,40.7462614
50011007,"CHOCOLATTE","Sandwiches","coney island ave 1354 , NY, US",-73.9652806,40.6244679
50008258,"BROOKVIN","Tapas","7th ave 381 , NY, US",-73.991969,40.7491218
40860175,"BELVEDERE CAFE","American","west   48 street 319 , NY, US",-73.9880216,40.7616718
41628345,"DAVIDSTEA","Caf̩/Coffee/Tea","3 avenue 1124 , NY, US",-73.963769,40.765846
40656594,"RIVERDALE STEAK HOUSE","Steak","riverdale avenue 5700 , NY, US",-73.9038784,40.9067255
50008995,"THE ELK","American","charles st 128 , NY, US",-74.0074269,40.7341548
50051159,"NEW HUNG JIA SEAFOOD RESTAURANT","Other","8th ave 4111 , NY, US",-73.9356919,40.8314779
50000392,"CHEERS THAI RESTAURANT","Thai","metropolitan ave 568 , NY, US",-73.9499995,40.7138225
50000841,"FOREST HILLS LITTLE LEAGUE","American","fleet street 66-01 , NY, US",-73.8573329,40.7200105
41455068,"OVEST PIZZOTECA","Pizza/Italian","west   27 street 513 , NY, US",-74.003022,40.7507508
41677967,"WILMER HALE","American","world trade center 7 , NY, US",-74.0132884,40.7126001
50038711,"WONG NAIL & TEA SPA","Caf̩/Coffee/Tea","lydig ave 703 , NY, US",-73.867378,40.8545084
50005494,"CHUBBY BURGERS CHICKEN & PIZZA","Hamburgers","21st st 2701 , NY, US",-73.9260696,40.7718408
41008413,"TU SONRISA","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","audubon avenue 132 , NY, US",-73.9369043,40.8429045
41559999,"DARKHORSE","American","murray street 17 , NY, US",-74.0080498,40.713682
50014517,"COSME","Mexican","e 21st st 35 , NY, US",-73.9883646,40.7395986
50038473,"TAKUMI TACO","Asian","park ave 230 , NY, US",-73.9761826,40.7543721
50018511,"SAUVAGE","French","lorimer st 905 , NY, US",-73.9519534,40.7235176
50046007,"PUNTO SABROSO RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","163rd st 8920 , NY, US",-73.798117,40.706348
41611674,"THIRD SERVICE BAR","American","rockaway boulevard 11000 , NY, US",-73.8284365,40.6778345
41479157,"CHEAP SHOTS SPORTS BAR  and  LOUNGE","American","union turnpike 14905 , NY, US",-73.8136925,40.7188825
41119140,"CIBO EXPRESS GOURMET MARKET","Sandwiches","laguardia airport 0 , NY, US",-73.8739659,40.7769271
50050609,"HOLLYWOOD SUBS","Delicatessen","astoria blvd 1442 , NY, US",-73.927379,40.771983
50039758,"DUNKIN' DONUTS","Donuts","franklin ave 806 , NY, US",-73.9584633,40.6702245
41348065,"DUNKIN' DONUTS","Donuts","francis lewis boulevard 2605 , NY, US",-73.7948425,40.7728994
40665690,"DELUXE","American","broadway 2896 , NY, US",-73.9649656,40.8057705
41665019,"MASALA GUYANESE KITCHEN","Caribbean","rockaway boulevard 11602 , NY, US",-73.82187,40.676289
50008114,"ISTANBUL KITCHEN","Turkish","86th st 535 , NY, US",-73.945322,40.775539
41528054,"CRIF DOGS","American","driggs avenue 555 , NY, US",-73.956425,40.7168674
41609113,"NOORMAN'S KIL","American","grand street 609 , NY, US",-73.9776201,40.7132883
50039752,"PANINI EXPRESS","American","jfk int's airport TERMINAL 1 , NY, US",NA,NA
41427358,"KING'S KITCHEN","Chinese","lewis avenue 158 , NY, US",-73.9369086,40.6913976
41574776,"American Table Cafe and Bar (ALLICE TULLY HALL)","Caf̩/Coffee/Tea","west   65 street 132 , NY, US",-73.9830865,40.7731303
50010165,"JUICE GENERATION","Juice, Smoothies, Fruit Salads","bedford ave 210 , NY, US",-73.9588094,40.7170155
50044651,"BERBICE BAR  AND  RESTAURANT","Caribbean","jamaica ave 17306 , NY, US",-73.786392,40.707695
41284638,"MCDONALD'S","Hamburgers","east  125 street 145 , NY, US",-73.9370804,40.8044996
41377310,"IL POETA","Italian","metropolitan avenue 9804 , NY, US",-73.854548,40.710795
50042638,"KYOTO SUSHI RESTAURANT","Japanese","5th ave 7718 , NY, US",-73.9729109,40.7644781
41365626,"HONG KONG","Chinese","forest ave 6297 , NY, US",-73.9049201,40.7109516
